Location,Sq_Ft,Bedrooms,Bathrooms,Year_Built,Garage,Price
Dada bari,1788,2,3,2005,No,3365375
Nayapura,3404,5,3,2021,No,3095858
Keshav Pura,3334,5,1,2021,Yes,3108588
Vigyan Nagar,2919,4,3,1982,Yes,3427117
Gumanpura,2562,1,2,2006,No,2931645
Vigyan Nagar,1928,2,3,1985,No,3203237
Keshav Pura,1324,4,2,1995,Yes,2502682
Keshav Pura,1066,4,1,2023,No,2602519
Dada bari,1192,4,1,2004,No,3217615
Gumanpura,2568,1,3,1989,Yes,3000723
Vigyan Nagar,2468,2,2,2015,Yes,3480725
Nayapura,1748,3,3,2021,No,2827392
Dada bari,1935,5,1,1982,No,3291103
Vigyan Nagar,3062,2,1,2003,No,3247872
Dada bari,3362,5,3,1980,Yes,3616665
Keshav Pura,2754,2,1,2005,Yes,2712255
Keshav Pura,1969,4,1,2011,No,2727712
Gumanpura,2674,2,3,2007,Yes,3075882
Vigyan Nagar,1907,2,1,2017,No,3257803
Dada bari,3224,1,2,1992,Yes,3512713
Nayapura,2303,2,3,2007,Yes,2898712
Dada bari,2303,1,2,1997,Yes,3465493
Keshav Pura,1952,1,2,2016,Yes,2794946
Nayapura,1960,2,2,2002,Yes,2885189
Dada bari,2164,4,3,2013,No,3428435
Vigyan Nagar,2393,3,3,1989,No,3201982
Keshav Pura,3103,5,2,1985,Yes,2930551
Nayapura,2670,5,1,2010,No,2856446
Gumanpura,3082,2,2,2013,No,3171400
Vigyan Nagar,2706,3,1,1995,No,3345086
Keshav Pura,3072,5,2,1982,Yes,2909591
Dada bari,3432,2,3,1989,No,3568945
Keshav Pura,3399,2,2,1981,No,2801631
Keshav Pura,2978,4,3,1992,No,2739641
Nayapura,1725,4,2,1991,No,2629100
Keshav Pura,3450,5,1,2010,No,2788355
Vigyan Nagar,2630,4,2,2017,Yes,3435190
Dada bari,2441,3,3,1998,Yes,3434946
Dada bari,2878,2,1,1996,No,3364641
Nayapura,3041,5,2,1992,No,2860486
Dada bari,2892,3,3,1988,Yes,3568169
Keshav Pura,1703,2,2,2012,No,2612526
Gumanpura,1416,4,2,1991,No,2699424
Dada bari,3168,4,3,2018,Yes,3704682
Keshav Pura,2293,5,1,1987,Yes,2728295
Keshav Pura,1667,3,3,1989,Yes,2690747
Vigyan Nagar,1367,5,1,2006,Yes,3264940
Keshav Pura,1562,2,1,2013,No,2621534
Vigyan Nagar,1056,3,3,1996,No,2966554
Vigyan Nagar,1236,1,2,1985,No,2957445
Dada bari,1714,5,1,2023,No,3561420
Dada bari,1197,5,1,2022,No,3351996
Dada bari,1090,2,3,1986,No,3255888
Nayapura,2111,1,2,2019,No,2844346
Dada bari,2519,2,3,2012,No,3526179
Keshav Pura,1381,3,2,1983,No,2471864
Vigyan Nagar,2183,4,2,2022,No,3394144
Dada bari,3258,5,3,1997,No,3595488
Gumanpura,1723,4,1,1987,No,2900274
Keshav Pura,2665,4,3,2005,No,2756450
Dada bari,2019,3,2,1982,No,3428715
Vigyan Nagar,2747,1,3,1982,Yes,3392219
Dada bari,1720,5,3,2023,No,3467747
Dada bari,2665,1,1,1992,No,3462117
Dada bari,3243,5,3,1996,Yes,3670163
Vigyan Nagar,1743,4,3,2000,No,3129709
Gumanpura,1499,1,3,2019,No,3017011
Dada bari,2855,4,3,1992,No,3510460
Dada bari,1274,4,1,2021,Yes,3545575
Gumanpura,1285,1,2,1999,No,2712192
Nayapura,2136,4,3,1997,Yes,2979130
Gumanpura,3441,2,2,2013,Yes,3289585
Gumanpura,2809,4,3,1990,No,3085915
Vigyan Nagar,2287,4,1,2019,Yes,3464822
Nayapura,2096,4,1,2014,Yes,2955710
Dada bari,1056,5,3,1993,No,3217343
Nayapura,1369,2,2,1994,Yes,2655962
Dada bari,3310,4,2,1994,No,3618633
Vigyan Nagar,2773,1,2,1993,No,3265089
Nayapura,2950,2,2,2020,Yes,3123764
Gumanpura,1276,5,1,2021,Yes,3128094
Keshav Pura,2273,3,3,2012,Yes,2888139
Dada bari,2875,5,1,1998,No,3515984
Vigyan Nagar,1643,2,1,2017,Yes,3237868
Dada bari,2578,4,2,1995,No,3549397
Dada bari,2142,3,2,2018,Yes,3578484
Nayapura,1427,1,2,1982,No,2583085
Vigyan Nagar,1988,2,2,1986,Yes,3262047
Dada bari,2545,1,3,2018,Yes,3756508
Vigyan Nagar,1904,3,1,1995,Yes,3171971
Dada bari,1692,1,3,1998,No,3292731
Vigyan Nagar,1718,5,1,1981,No,3211710
Gumanpura,2889,5,2,2000,No,3022552
Nayapura,1815,5,3,2009,No,2826947
Keshav Pura,2963,5,2,2017,Yes,3016052
Gumanpura,2852,4,3,1999,No,3053093
Keshav Pura,1500,2,1,1989,No,2379034
Gumanpura,3197,1,1,2021,No,3179402
Vigyan Nagar,2608,4,3,1986,Yes,3437072
Gumanpura,3060,3,3,1983,No,3010964
Dada bari,2427,2,1,2017,No,3501204
Dada bari,2425,3,3,1983,No,3422003
Vigyan Nagar,1306,2,1,2019,Yes,3194870
Gumanpura,2248,2,3,2007,Yes,3016049
Keshav Pura,2278,3,2,1989,No,2506433
Gumanpura,3236,3,2,1996,Yes,3166943
Keshav Pura,3236,1,1,1987,No,2709005
Vigyan Nagar,2832,5,1,2022,No,3405801
Keshav Pura,1457,3,3,2011,No,2510197
Keshav Pura,2094,2,1,2010,No,2608349
Nayapura,1140,1,2,2014,Yes,2871882
Keshav Pura,1826,4,2,1997,No,2556602
Nayapura,3086,3,1,1989,Yes,3061790
Vigyan Nagar,3454,3,1,1995,Yes,3544603
Keshav Pura,1647,5,2,2020,No,2637560
Gumanpura,1677,2,2,2019,No,2946195
Dada bari,2254,5,2,2022,No,3545671
Gumanpura,1848,1,1,1982,No,2885030
Gumanpura,3265,3,3,2017,Yes,3250409
Dada bari,3173,3,3,2007,No,3646641
Gumanpura,2721,5,2,2001,No,3058381
Gumanpura,1778,4,2,2022,No,3108284
Vigyan Nagar,1363,3,2,1993,No,3090147
Dada bari,2218,5,1,2005,No,3502880
Gumanpura,2229,4,3,1993,No,2871514
Gumanpura,3016,5,2,2018,Yes,3354479
Dada bari,2835,4,3,2000,Yes,3579438
Keshav Pura,2110,2,1,1989,Yes,2679320
Keshav Pura,1331,2,2,2015,No,2654759
Nayapura,2396,3,3,1999,Yes,2845321
Gumanpura,986,4,1,2021,No,2831797
Vigyan Nagar,2687,3,1,1983,Yes,3306962
Keshav Pura,2538,3,1,1996,No,2720729
Gumanpura,2849,3,1,2006,No,2956214
Nayapura,2698,5,3,1988,No,2929452
Keshav Pura,2943,3,1,1981,No,2709442
Gumanpura,1353,1,1,1981,Yes,2768582
Nayapura,1135,2,1,2006,Yes,2792521
Vigyan Nagar,2161,2,3,2016,No,3262701
Nayapura,2484,3,2,1997,No,2780618
Vigyan Nagar,3393,2,2,1990,No,3400470
Dada bari,1916,5,2,2000,Yes,3386203
Gumanpura,1370,2,2,2005,No,2850644
Nayapura,1570,5,2,2013,No,2843450
Dada bari,1174,3,2,1993,Yes,3426942
Gumanpura,1343,3,3,2018,No,2967561
Gumanpura,2995,4,3,1995,No,3078300
Vigyan Nagar,1901,1,2,1991,No,3168438
Keshav Pura,2958,4,2,2019,No,2813736
Dada bari,3126,4,1,2008,No,3579482
Nayapura,1301,2,3,2023,Yes,2915554
Vigyan Nagar,2058,3,3,2008,No,3298343
Nayapura,1150,5,1,2005,No,2600996
Vigyan Nagar,2651,2,1,1987,Yes,3379697
Gumanpura,1203,5,3,2017,No,2876441
Gumanpura,2067,2,2,1981,Yes,2933309
Nayapura,3112,4,3,2010,Yes,3083668
Keshav Pura,3450,1,2,1983,Yes,2828296
Nayapura,1104,5,2,2008,Yes,2838109
Nayapura,1563,5,2,2018,No,2861529
Gumanpura,3178,3,3,2008,Yes,3210428
Gumanpura,1627,2,3,2000,No,2749616
Dada bari,3188,3,1,2003,No,3596026
Keshav Pura,1410,1,2,2020,Yes,2783706
Vigyan Nagar,1250,4,3,2004,No,3100761
Keshav Pura,1294,5,3,1994,Yes,2598609
Vigyan Nagar,3321,4,2,1996,No,3365266
Nayapura,1612,4,1,1986,Yes,2730948
Keshav Pura,1687,1,3,1981,No,2389452
Gumanpura,2804,5,2,1993,Yes,3138698
Vigyan Nagar,2910,2,1,2002,Yes,3438606
Dada bari,1818,2,2,2017,Yes,3485394
Keshav Pura,3373,2,2,1982,No,2659963
Nayapura,3426,4,3,2005,No,2986232
Keshav Pura,1026,3,3,2016,Yes,2663141
Nayapura,2589,3,2,2022,Yes,3151703
Keshav Pura,1726,5,3,1988,No,2488200
Gumanpura,2299,2,3,2013,Yes,3021110
Nayapura,1970,1,1,1985,No,2668925
Gumanpura,1932,2,2,2000,Yes,2942724
Nayapura,1855,1,2,2022,Yes,3036678
Nayapura,3038,1,1,1985,No,2817116
Dada bari,1497,4,2,2007,No,3274176
Gumanpura,2622,3,3,2001,Yes,2990519
Keshav Pura,2023,2,2,2014,Yes,2696773
Dada bari,2737,1,1,2020,No,3576620
Gumanpura,1562,2,3,1982,Yes,2892646
Nayapura,2452,5,3,2016,No,3001247
Vigyan Nagar,2502,3,2,2016,No,3410029
Vigyan Nagar,1184,5,3,1998,Yes,3211533
Gumanpura,3172,2,2,2017,Yes,3296408
Keshav Pura,1119,2,2,1990,Yes,2508789
Nayapura,2734,4,2,2016,Yes,3081643
Keshav Pura,1679,2,2,2020,Yes,2851521
Keshav Pura,2746,4,2,2012,No,2799019
Dada bari,3284,2,3,1983,Yes,3735314
Gumanpura,3064,3,2,1998,No,3076284
Dada bari,2764,3,1,1986,No,3555558
Keshav Pura,2993,4,2,2011,No,2853970
Gumanpura,2498,4,2,1982,Yes,2942888
Vigyan Nagar,1307,1,2,1994,Yes,3197101
Dada bari,1316,1,2,1981,No,3301536
Dada bari,992,5,2,1980,Yes,3249617
Vigyan Nagar,1884,5,2,1994,No,3164733
Nayapura,3232,1,2,1989,No,2984344
Vigyan Nagar,1441,5,1,2010,Yes,3252576
Nayapura,1729,3,2,1998,Yes,2809041
Keshav Pura,2415,5,2,2020,Yes,2816395
Gumanpura,2006,1,3,1998,No,2829183
Gumanpura,2430,2,3,1997,No,2901240
Vigyan Nagar,1326,3,3,2019,Yes,3342770
Gumanpura,1517,1,2,2018,No,2863237
Keshav Pura,3454,3,1,2011,Yes,3000063
Vigyan Nagar,2785,3,2,2017,No,3326846
Keshav Pura,1373,3,3,2010,No,2568367
Keshav Pura,3387,5,1,1994,Yes,2922795
Dada bari,1171,1,1,2007,Yes,3302523
Nayapura,2576,2,1,2014,Yes,3050552
Dada bari,2625,1,1,1991,No,3513178
Nayapura,1108,5,2,1987,No,2604162
Keshav Pura,3235,3,1,1992,Yes,2911018
Dada bari,1123,5,3,2000,Yes,3382059
Dada bari,1348,5,1,1995,Yes,3358454
Vigyan Nagar,3016,5,1,2017,Yes,3634705
Nayapura,2778,2,3,2002,No,2802444
Nayapura,2393,2,3,2020,No,2992798
Nayapura,1759,3,1,1997,No,2760562
Vigyan Nagar,2237,1,1,2015,Yes,3309476
Nayapura,1255,1,2,1985,No,2644598
Vigyan Nagar,2595,4,2,1997,No,3159684
Nayapura,2631,3,2,1991,Yes,2923207
Keshav Pura,2463,5,1,2003,Yes,2786616
Dada bari,1516,4,1,2016,Yes,3532607
Keshav Pura,1460,5,3,2008,No,2582851
Dada bari,3269,2,1,1981,No,3498226
Nayapura,2170,2,3,2016,Yes,3007634
Dada bari,1534,2,2,2006,Yes,3375430
Nayapura,1246,1,3,1992,Yes,2666304
Keshav Pura,2363,2,3,1995,Yes,2668997
Gumanpura,1250,4,1,2001,Yes,2787444
Gumanpura,3456,3,1,1983,Yes,3104860
Gumanpura,2501,5,2,2008,No,2991193
Nayapura,1902,2,1,1988,No,2742048
Keshav Pura,2076,4,2,2019,No,2778835
Keshav Pura,1994,4,3,1985,Yes,2736327
Nayapura,2728,3,2,2005,Yes,2901118
Dada bari,2761,2,1,2019,No,3531290
Nayapura,2453,5,2,2009,No,2855821
Gumanpura,3011,5,2,2005,Yes,3201874
Nayapura,2171,5,1,1982,No,2878176
Gumanpura,2854,2,1,1991,No,3028104
Keshav Pura,1662,1,2,1981,Yes,2575541
Keshav Pura,3387,2,1,1998,Yes,2856455
Nayapura,3373,2,1,2017,No,3137861
Dada bari,1665,1,2,1992,Yes,3396720
Vigyan Nagar,2269,1,3,1991,Yes,3262022
Nayapura,2191,3,1,2023,No,2926441
Keshav Pura,3197,5,2,1992,No,2715352
Gumanpura,1499,4,1,2012,No,2958188
Vigyan Nagar,1617,3,2,2002,No,3068484
Dada bari,2273,1,2,2013,Yes,3519878
Dada bari,2071,4,3,1996,Yes,3438027
Nayapura,2246,5,2,2023,Yes,3186154
Nayapura,2660,4,3,1989,Yes,3068866
Gumanpura,1980,5,3,1994,Yes,3043434
Vigyan Nagar,2087,1,2,2002,No,3189079
Keshav Pura,2386,4,1,1983,Yes,2705578
Dada bari,3073,1,1,2017,Yes,3723468
Keshav Pura,3468,4,1,1987,No,2849555
Nayapura,2852,4,3,1985,No,2946434
Vigyan Nagar,3433,3,2,2014,No,3572782
Vigyan Nagar,2901,1,2,2002,Yes,3447153
Nayapura,2926,3,1,2001,Yes,3031094
Vigyan Nagar,1248,2,3,2005,Yes,3168265
Vigyan Nagar,1738,2,2,2005,Yes,3240776
Vigyan Nagar,1833,3,3,1983,Yes,3293660
Gumanpura,2320,5,2,2021,Yes,3267681
Nayapura,2713,5,1,1985,No,2809756
Gumanpura,2318,5,3,1997,Yes,2952638
Vigyan Nagar,1531,4,3,1989,Yes,3187776
Vigyan Nagar,2317,3,3,2000,No,3222905
Nayapura,3105,5,3,1994,Yes,3130498
Dada bari,1599,5,2,1981,Yes,3481298
Keshav Pura,1761,2,2,1985,Yes,2691530
Vigyan Nagar,2035,2,1,1994,No,3146768
Dada bari,2889,2,2,1989,No,3524234
Vigyan Nagar,1099,3,2,2016,No,3048548
Nayapura,3240,4,3,1995,Yes,3106967
Gumanpura,1740,3,3,2005,Yes,2873301
Dada bari,3300,2,3,2002,Yes,3554910
Dada bari,2343,3,1,1988,Yes,3462843
Dada bari,1255,1,2,2009,No,3270025
Dada bari,1321,2,2,1985,No,3246600
Nayapura,2537,1,2,2010,Yes,3025557
Gumanpura,2233,2,3,1999,No,2936003
Dada bari,3379,2,1,2002,No,3610002
Dada bari,2539,3,2,1981,Yes,3457457
Dada bari,2216,2,2,1982,No,3400389
Keshav Pura,2632,2,3,2010,No,2684482
Nayapura,1048,4,3,2003,Yes,2807532
Nayapura,2374,5,3,1994,No,2815826
Vigyan Nagar,2227,2,1,2000,No,3094247
Dada bari,1797,5,1,1992,Yes,3494237
Vigyan Nagar,1750,4,2,2019,No,3338920
Keshav Pura,3259,4,3,1983,Yes,2900862
Dada bari,2622,1,3,1980,Yes,3530677
Keshav Pura,2325,4,1,2016,Yes,2914556
Nayapura,2950,5,2,2019,No,3100597
Vigyan Nagar,1200,3,3,2023,Yes,3403878
Gumanpura,3318,2,3,1986,No,3117503
Keshav Pura,3101,5,1,2020,No,2967083
Nayapura,2461,5,1,1999,Yes,2882198
Vigyan Nagar,1645,5,2,2016,No,3205461
Vigyan Nagar,3065,5,2,1983,No,3426713
Nayapura,2941,4,3,1986,Yes,3077401
Gumanpura,1431,2,3,2000,No,2713603
Nayapura,1741,4,3,1989,No,2823280
Nayapura,2626,4,3,1989,Yes,3009651
Dada bari,2392,2,2,2017,Yes,3602870
Dada bari,2781,4,1,1998,Yes,3597653
Dada bari,2189,5,3,1983,No,3479877
Dada bari,2081,1,3,1983,Yes,3374327
Keshav Pura,1178,5,2,2015,Yes,2590637
Vigyan Nagar,3350,4,3,1981,No,3355503
Nayapura,1640,3,3,1986,No,2724865
Keshav Pura,3222,2,1,2013,No,2731195
Gumanpura,2666,2,3,1989,No,2918371
Keshav Pura,2818,4,3,1998,No,2603408
Keshav Pura,1054,2,3,2016,No,2470019
Dada bari,1238,5,3,1986,No,3201497
Gumanpura,2407,4,3,1982,Yes,2973034
Gumanpura,3395,3,2,1983,No,2990299
Dada bari,1657,5,1,2006,No,3281385
Dada bari,2599,2,2,2023,No,3564251
Vigyan Nagar,2365,5,3,2022,Yes,3505024
Dada bari,2069,1,3,2014,No,3521505
Vigyan Nagar,1205,1,1,2006,No,2967631
Vigyan Nagar,3416,2,3,2023,Yes,3626726
Vigyan Nagar,3231,1,1,1995,No,3210796
Nayapura,1352,4,1,1984,No,2757097
Vigyan Nagar,2359,1,3,2001,Yes,3374173
Nayapura,2119,1,1,1992,Yes,2873038
Vigyan Nagar,1570,3,1,2017,Yes,3390770
Vigyan Nagar,1672,5,2,1999,Yes,3227234
Vigyan Nagar,2540,5,2,1995,Yes,3369252
Dada bari,3330,2,3,1981,Yes,3654036
Gumanpura,1040,3,1,2014,No,2721470
Vigyan Nagar,3131,3,2,1986,Yes,3463935
Vigyan Nagar,3074,5,1,1981,No,3309622
Gumanpura,2511,4,1,2008,No,3068599
Dada bari,1972,5,3,1999,Yes,3454662
Nayapura,2138,1,1,1981,Yes,2850874
Vigyan Nagar,1365,4,3,2023,Yes,3287388
Dada bari,2768,2,3,1998,No,3506049
Nayapura,1056,5,3,1989,Yes,2818662
Vigyan Nagar,2053,5,3,1999,No,3133692
Nayapura,2838,1,2,2018,Yes,3019051
Nayapura,2423,5,2,1988,Yes,2976145
Vigyan Nagar,1905,2,1,1995,No,3026867
Gumanpura,3333,1,1,1997,No,3068801
Gumanpura,1112,3,2,2001,No,2713313
Keshav Pura,1297,3,2,2003,No,2421099
Gumanpura,1500,5,2,2004,Yes,2852861
Dada bari,3252,5,3,2003,Yes,3647473
Dada bari,3370,4,1,2003,Yes,3595523
Nayapura,2551,2,2,1980,Yes,2995802
Vigyan Nagar,2634,5,3,1996,No,3276075
Nayapura,2458,5,1,2000,Yes,3001015
Vigyan Nagar,2156,5,1,2010,No,3339987
Gumanpura,2482,1,3,2010,No,3070589
Nayapura,2440,4,2,2010,No,2966299
Keshav Pura,3332,2,2,2007,Yes,2976320
Nayapura,2507,3,3,1987,Yes,2879825
Vigyan Nagar,2096,3,2,1984,Yes,3235454
Vigyan Nagar,1485,1,2,2013,No,3100638
Vigyan Nagar,1300,1,2,1994,No,3103146
Nayapura,3021,4,3,2022,Yes,3127425
Keshav Pura,2050,4,2,1986,Yes,2699685
Vigyan Nagar,3450,4,3,1984,No,3323824
Vigyan Nagar,2798,2,1,2019,Yes,3474119
Nayapura,1571,3,2,2021,No,2920557
Dada bari,2406,5,3,2015,Yes,3707700
Nayapura,1471,5,3,2020,Yes,2911061
Vigyan Nagar,3170,3,1,1998,No,3313559
Keshav Pura,2434,2,1,2003,No,2533431
Gumanpura,3056,2,3,1996,Yes,3038254
Vigyan Nagar,2074,5,3,2008,Yes,3334855
Gumanpura,3076,1,2,2000,No,3023591
Nayapura,2366,1,2,1984,No,2832560
Vigyan Nagar,1679,2,2,2015,Yes,3334617
Nayapura,1838,3,3,1986,Yes,2747972
Dada bari,3390,2,3,2015,No,3758426
Gumanpura,3302,5,1,2022,Yes,3299515
Gumanpura,2366,1,2,1995,No,2797356
Gumanpura,1446,2,1,2013,Yes,2964176
Dada bari,3141,2,3,2015,No,3685838
Gumanpura,2420,1,1,1993,No,2786447
Nayapura,1804,1,1,1989,No,2788995
Nayapura,3397,3,2,2016,Yes,3213290
Keshav Pura,2516,2,2,1986,Yes,2783595
Dada bari,2341,3,3,1999,Yes,3556966
Nayapura,2521,3,1,2003,Yes,3016174
Keshav Pura,1333,3,1,2018,Yes,2694827
Nayapura,3379,2,3,2006,Yes,2993764
Gumanpura,1221,1,2,2022,No,2822608
Keshav Pura,1030,2,2,2019,Yes,2598758
Vigyan Nagar,1362,4,1,1984,Yes,3148212
Nayapura,2132,5,3,1990,No,2722639
Dada bari,3255,3,2,2004,Yes,3647341
Gumanpura,3009,3,1,2009,No,3135825
Vigyan Nagar,3280,1,3,1991,No,3423866
Nayapura,2412,3,2,1983,Yes,2976595
Gumanpura,2025,4,1,2022,No,2975961
Dada bari,2649,2,2,2020,Yes,3687188
Gumanpura,2844,2,1,1989,No,2950160
Gumanpura,1667,4,2,1998,Yes,2950357
Dada bari,1945,1,2,1983,Yes,3415391
Vigyan Nagar,3052,3,2,1994,Yes,3428763
Dada bari,970,4,2,1994,No,3157854
Nayapura,2245,2,1,2012,Yes,2870684
Nayapura,2322,5,2,2019,No,2976329
Dada bari,1572,5,1,2001,Yes,3471820
Gumanpura,2662,4,1,1985,No,3036630
Vigyan Nagar,2341,4,2,1993,Yes,3408901
Gumanpura,1486,3,2,2022,No,2952749
Dada bari,1195,2,1,1983,Yes,3246185
Gumanpura,3018,4,1,1988,Yes,3197034
Vigyan Nagar,3104,5,2,1988,No,3260223
Keshav Pura,2913,4,1,1986,No,2751894
Nayapura,2640,3,2,1990,No,2888791
Gumanpura,1721,2,1,1985,Yes,2985612
Nayapura,3106,2,1,2020,No,3038844
Dada bari,1492,5,1,2020,Yes,3630072
Keshav Pura,2418,5,1,2012,No,2699917
Vigyan Nagar,1320,5,1,2015,No,3265946
Vigyan Nagar,2248,5,2,1995,No,3116795
Dada bari,2914,2,2,1983,Yes,3528027
Nayapura,2875,1,1,1998,No,2788482
Nayapura,1713,5,2,2010,No,2734085
Gumanpura,1129,5,1,1993,Yes,2815287
Nayapura,2591,4,1,2020,No,3003062
Keshav Pura,2303,1,2,1998,Yes,2718766
Keshav Pura,1000,3,3,1996,No,2327939
Keshav Pura,1962,3,3,2020,No,2721569
Keshav Pura,2672,1,1,2011,Yes,2881656
Gumanpura,3352,5,1,1999,No,3104717
Gumanpura,3386,1,1,2023,Yes,3400784
Dada bari,3114,2,1,2021,Yes,3732498
Gumanpura,1459,4,1,1985,Yes,2969015
Dada bari,2101,2,2,2011,No,3388661
Keshav Pura,1094,5,1,1988,No,2446167
Dada bari,2227,1,1,2019,Yes,3606772
Gumanpura,2991,1,1,1986,Yes,3147514
Dada bari,1215,1,2,2011,No,3234194
Vigyan Nagar,1860,5,2,2007,No,3282294
Nayapura,2009,4,3,2012,No,2957726
Keshav Pura,3439,4,2,1996,Yes,2943169
Keshav Pura,1312,4,1,2019,No,2588087
Keshav Pura,2901,1,3,2005,No,2646656
Keshav Pura,2532,3,3,2017,No,2687942
Nayapura,1241,1,1,2012,No,2755833
Keshav Pura,2984,2,2,1999,No,2731514
Vigyan Nagar,2296,3,1,1983,No,3150427
Vigyan Nagar,1116,1,1,2020,Yes,3190037
Nayapura,3406,3,1,2021,No,3090643
Dada bari,2879,4,2,1995,No,3588509
Vigyan Nagar,1919,3,3,1991,No,3056439
Vigyan Nagar,2481,4,3,2016,Yes,3388010
Keshav Pura,1665,3,1,2008,Yes,2657761
Keshav Pura,2893,5,1,2016,Yes,2968754
Gumanpura,1590,5,2,1992,Yes,2934686
Dada bari,2617,3,1,1993,No,3346069
Nayapura,1340,2,2,2019,No,2772099
Gumanpura,2622,5,3,2006,Yes,3019444
Keshav Pura,2711,4,1,1984,No,2703253
Vigyan Nagar,2809,1,3,2002,No,3201177
Gumanpura,1298,3,1,2019,Yes,3037523
Dada bari,3375,2,2,2014,No,3626069
Nayapura,2546,2,3,2017,Yes,3005837
Nayapura,1383,3,3,2008,Yes,2872299
Keshav Pura,2304,1,3,1986,Yes,2614222
Vigyan Nagar,1925,5,1,1996,No,3072637
Gumanpura,2555,2,2,2001,No,2877513
Dada bari,3298,2,1,2007,No,3556262
Gumanpura,3158,1,3,1991,No,3056589
Dada bari,1392,1,3,2022,No,3440906
Vigyan Nagar,1219,4,1,2014,Yes,3328793
Gumanpura,2794,2,2,1988,Yes,3033484
Nayapura,3126,2,2,2002,No,2948730
Nayapura,2798,5,3,1993,Yes,2921707
Nayapura,1928,4,2,2005,Yes,2780785
Dada bari,1514,2,3,1997,Yes,3365592
Vigyan Nagar,3073,5,3,1984,No,3354307
Dada bari,1129,1,2,1990,Yes,3349803
Nayapura,1366,3,1,2000,Yes,2722445
Dada bari,1279,4,1,1992,No,3323159
Vigyan Nagar,1717,2,3,1982,Yes,3183809
Vigyan Nagar,1774,5,3,2000,Yes,3344870
Nayapura,1039,5,1,2023,No,2791098
Dada bari,1037,5,1,1995,No,3241926
Keshav Pura,2512,4,3,2017,No,2736053
Nayapura,2237,4,1,2009,No,2920361
Nayapura,2332,1,2,1985,No,2754361
Keshav Pura,3090,1,3,1981,Yes,2854979
Dada bari,1077,1,2,2013,Yes,3352499
Vigyan Nagar,2410,1,2,2006,Yes,3274624
Nayapura,3008,1,3,2001,Yes,3044404
Nayapura,1226,4,3,1982,No,2754010
Keshav Pura,1246,1,3,2023,Yes,2779633
Vigyan Nagar,2659,5,2,2019,No,3486267
Keshav Pura,1322,5,1,1988,No,2427081
Dada bari,2423,5,3,1983,Yes,3566511
Vigyan Nagar,2499,3,1,1992,No,3196039
Keshav Pura,1992,2,1,2017,No,2697876
Gumanpura,3380,4,3,2022,No,3336139
Keshav Pura,3001,3,1,1992,No,2739224
Dada bari,1464,4,1,2006,No,3294929
Nayapura,3060,4,1,1987,No,2960998
Vigyan Nagar,3310,5,2,1983,Yes,3555167
Keshav Pura,3371,4,3,2021,No,2928638
Gumanpura,2575,3,1,2007,No,3061574
Gumanpura,1336,3,2,2003,Yes,2907376
Keshav Pura,2489,3,1,2013,No,2762225
Nayapura,2859,2,1,2014,No,3030216
Nayapura,2348,4,3,1984,No,2789920
Dada bari,1158,4,2,1997,No,3314003
Dada bari,3312,3,1,2014,Yes,3698593
Nayapura,2768,4,2,1999,Yes,2890922
Vigyan Nagar,3166,4,3,2018,Yes,3516489
Dada bari,2625,4,1,1986,No,3365180
Keshav Pura,2810,2,3,2019,No,2735696
Gumanpura,1322,4,2,2021,Yes,2952702
Keshav Pura,1766,2,1,1993,No,2588114
Gumanpura,3321,1,3,1988,Yes,3088998
Keshav Pura,2838,5,2,2005,Yes,2797195
Vigyan Nagar,3254,3,3,1981,No,3417655
Gumanpura,2782,2,1,1992,No,2931306
Keshav Pura,2830,5,3,2006,Yes,2868314
Gumanpura,2664,2,3,2014,Yes,3119124
Dada bari,3000,5,3,1994,No,3488081
Keshav Pura,2509,2,3,1989,No,2565022
Keshav Pura,2874,1,1,2004,Yes,2827333
Dada bari,3386,3,1,2016,Yes,3842945
Dada bari,1033,2,1,1999,No,3229295
Gumanpura,1297,3,1,2021,Yes,3083270
Gumanpura,1256,2,2,1994,No,2688212
Vigyan Nagar,2758,3,1,2021,No,3408479
Gumanpura,1873,1,2,2005,No,2907277
Gumanpura,1428,5,1,1988,Yes,2873068
Vigyan Nagar,1830,2,3,1992,Yes,3266579
Keshav Pura,3455,4,3,2023,Yes,2996618
Gumanpura,2969,3,3,2011,Yes,3144270
Gumanpura,1603,2,1,1993,Yes,2929678
Vigyan Nagar,3283,5,2,2019,Yes,3716055
Gumanpura,1725,5,2,1994,Yes,3015972
Vigyan Nagar,2233,2,3,2013,No,3333576
Vigyan Nagar,2464,3,3,2017,No,3413862
Keshav Pura,1802,2,2,2005,No,2430991
Gumanpura,1261,4,3,2023,No,2886369
Nayapura,1927,3,1,2011,No,2895183
Nayapura,1560,4,3,1997,No,2659952
Dada bari,2310,1,1,2018,No,3487904
Dada bari,2599,1,3,1991,No,3455349
Gumanpura,2491,4,3,2023,No,3152208
Keshav Pura,2562,3,3,2008,No,2680744
Nayapura,2520,1,1,1982,Yes,2954539
Keshav Pura,1339,3,1,1985,Yes,2563844
Gumanpura,1891,1,1,2013,Yes,3060827
Gumanpura,2577,3,3,2014,No,3097973
Dada bari,2708,1,3,1987,No,3484398
Vigyan Nagar,2846,4,3,2014,No,3386459
Gumanpura,1798,5,1,2014,No,2911014
Vigyan Nagar,1765,4,2,1997,No,3137241
Gumanpura,1267,2,3,2019,No,2817329
